MFGORDTYP,MFGORD,Material,MFGPLANT,Production Date,MFGORDACTLSTARTDT,Hold Date,MFGYEAR,PlantName,WorkCenterText,Disposition,MaterialName,MaterialType,MaterialTypeName,MaterialGroupName,Inv_C,PMIC,SKUCRTDT,CS,PAK,Bottle_Code,Item Description ,Unit_Sz_Desc,Label_Flavor_C,Prod_Color_C,Plan_Brand_C,Plan_Brand_Desc,PKGFMT,PKGFMT_D,PAKATTR,PAKATTR_D,CLOS_RPA_ID,Item Type,Line_of_Business_Desc,Cases Reworked,casesProduced,Cost,BatchNumber,DEFECT_CODE,DEFECT_TEXT,KURZTEXT,Origin Plant,SRC,SRCORDTYP,SRCORDERNO,SRCMATERIAL,SRCBATCH,SRCPLANT,WORKCENTER,SRCRCPTQTY,VENDOR,VENDORNAME,BATCH_CRTDT,BATCH_EXPIREDT,BATCH_SHIPBYDT,ORD_LONG_TEXT,RUNTIMESTAMP,Year,Cateogry,SubCat,GroupedCat,Site,WO Sum,Month,Quarter,Rework Lag,L1 Root Cause,L2 Root Cause,Rework Cost,Release Rate
ZP03,3130752,210098510,1151,7/18/2025,8/4/2025,8/1/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,CLOSDB CAL CHARD CLB 750ML 12EA V23 OSP,ZFRT,Finished Products,Gallo Finished Good,OSP,000000000000501708OSP,45609,12,,8865,8865 750ML,750ML,CHD,WHT,CDB,CLOS DU BOIS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,CLB,CLUB STORE,CLOS_CAP,CLOSURE CAP,Commercial,478,"5,736","16,715.26",2025010709,WBTC,WINE,P-BOTTLE CODE,1151,WO,ZP01,3118633,210098510,2025010709,1100,LN09,2976,,,1/7/2025,1/7/2027,1/7/2027,"Event: 170000052307
LOT: 2025010709
Type: P-BOTTLE CODE
MISSING BOTTLE LASER CODES
ADD CODES PER HU
A6354854 - LI070125RJ
A6354855 - LI070125RJ
A6354856 - LI070125SA
A6354857 - LI070125SA
A6354858 - LI070125SB
A6354859 - LI070125SC
A6354860 - LI070125SD
A6354861 - LI070125SE
USE WHSE ORDER: 7442305 (8HU'S/N--2-19, 5A-1-05)",12/23/2025 9:44,2025,Prod,Identification,P-BOTTLE CODE,Mod,1,8,3,206,Material,Missing,,
ZP03,3130753,210100816,1151,7/18/2025,8/4/2025,8/1/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,TOASTHD CAL CHARD 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000501600OS,45685,12,,8885,8885 750ML LIGHTWEIGHT BURGUNDY BTL,750ML,CHD,WHT,TSH,TOASTED HEAD,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CORK,CLOSURE CORK,Commercial,180,"2,160","4,373.12",2025040109,WBTC,WINE,P-BOTTLE CODE,1100,WO,ZP01,3124067,210100816,2025040109,1100,LN09,4326,,,4/1/2025,10/1/2026,10/1/2026,"Event: 170000056973, 170000057104
LOT: 2025040109
Type: P-BOTTLE CODE
MISSING LASER CODES
ADD CODE PER HU
A6552362 - LI010425CB
A6552363 - LI010425CB
A6552364 - LI010425CB
USE WHSE ORDER: 7442963 (3HU'S/5A-1-04, 5A-1-06, 5A-1-07)",12/23/2025 9:44,2025,Prod,Identification,P-BOTTLE CODE,Mod,0.5,8,3,122,Material,Missing,,
ZP03,3130753,210100816,1151,7/18/2025,8/4/2025,8/1/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,TOASTHD CAL CHARD 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000501600OS,45685,12,,8885,8885 750ML LIGHTWEIGHT BURGUNDY BTL,750ML,CHD,WHT,TSH,TOASTED HEAD,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CORK,CLOSURE CORK,Commercial,180,"2,160","4,373.12",2025040109,WBTC,WINE,P-BOTTLE CODE,1151,WO,ZP01,3124067,210100816,2025040109,1100,LN09,4326,,,4/1/2025,10/1/2026,10/1/2026,"Event: 170000056973, 170000057104
LOT: 2025040109
Type: P-BOTTLE CODE
MISSING LASER CODES
ADD CODE PER HU
A6552362 - LI010425CB
A6552363 - LI010425CB
A6552364 - LI010425CB
USE WHSE ORDER: 7442963 (3HU'S/5A-1-04, 5A-1-06, 5A-1-07)",12/23/2025 9:44,2025,Prod,Identification,P-BOTTLE CODE,Mod,0.5,8,3,122,Material,Missing,,
ZP03,3130760,210096729,1123,7/21/2025,8/4/2025,7/31/2025,2025,Gallo RDC FL BWC-FL-15003,Rework Non Value Add 01,Rework,BFTCEL CAL MOSCATO 1.5L 6EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000002642OS,45548,6,,7629,7629 1.5L TABLE WINE,1.5L,MST,WHT,BFC,BAREFOOT CELLARS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"2,000","12,000","34,704.00",2025062605,WGLS,WINE,P-GLASS,1100,WO,ZP01,3128908,210096729,2025062605,1100,LN05,52481,,,6/26/2025,6/26/2026,6/26/2026,"Event# 101245
Reason Code: H-POSSIBLE FOREIGN OBJECT
Lot: 2025062605
Description of Issue: tier sheet was found on one of the sealing rubbers on
Line 5",12/23/2025 9:44,2025,Prod,Glass,P-GLASS,RDC FL,1,8,3,35,Material,Other,,
ZP03,3130761,210096729,1121,7/21/2025,7/31/2025,7/31/2025,2025,Gallo RDC MO BWC-MO-15004,Rework Non Value Add 01,Rework,BFTCEL CAL MOSCATO 1.5L 6EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000002642OS,45548,6,,7629,7629 1.5L TABLE WINE,1.5L,MST,WHT,BFC,BAREFOOT CELLARS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,240,"1,440","4,164.48",2025062605,WGLS,WINE,P-GLASS,1100,WO,ZP01,3128908,210096729,2025062605,1100,LN05,52481,,,6/26/2025,6/26/2026,6/26/2026,"Event# 401019
Reason Code: H-POSSIBLE FOREIGN OBJECT
Description of Issue: tier sheet was found on one of the sealing rubbers on
Line 5
Lot: 2025062605",12/23/2025 9:44,2025,Prod,Glass,P-GLASS,RDC MO,1,7,3,35,Material,Other,,
ZP03,3130763,210088084,1151,7/21/2025,7/25/2025,7/25/2025,2025,Gallo Winery CDC Modesto,Rework 75,Rework,KRKSIGP CAL CABSV 3.0L BIB 6EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004565OS,45383,6,6,1887,3L HIGH TIER BIB,3.0L,CAB,RED,KSP,KIRKLAND CA SERIES,BIB,BIB,,,,,Private Label,0,312,"1,925.23",2025032812,WPLG,WINE,P-LEAKER,1151,WO,ZP01,3123703,210088084,2025032812,1100,LN12,46328,,,3/28/2025,3/28/2026,3/28/2026,"Event:    200016721
Lot: 2025032812
P-Leaker
Leaking/Mold
Reselect for wet/moldy cases. Save any leakers, empty, or partially empty bags
for MOD Ops QA. Drain QA samples through the spout, do not cut.
USE WHSE ORDER: 7310409 (1HU/A7273286)",12/23/2025 9:44,2025,Prod,Closure,P-LEAKER,Mod,0.5,7,3,119,Machine,Label Error,,
ZP03,3130763,210088084,1151,7/21/2025,7/25/2025,7/25/2025,2025,Gallo Winery CDC Modesto,Rework 75,Rework,KRKSIGP CAL CABSV 3.0L BIB 6EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004565OS,45383,6,6,1887,3L HIGH TIER BIB,3.0L,CAB,RED,KSP,KIRKLAND CA SERIES,BIB,BIB,,,,,Private Label,0,312,"1,925.23",2025032812,WO2,WINE,A-O2,1151,WO,ZP01,3123703,210088084,2025032812,1100,LN12,46328,,,3/28/2025,3/28/2026,3/28/2026,"Event:    200016721
Lot: 2025032812
P-Leaker
Leaking/Mold
Reselect for wet/moldy cases. Save any leakers, empty, or partially empty bags
for MOD Ops QA. Drain QA samples through the spout, do not cut.
USE WHSE ORDER: 7310409 (1HU/A7273286)",12/23/2025 9:44,2025,Prod,Liquid,A-O2,Mod,0.5,7,3,119,Machine,Label Error,,
ZP03,3130789,210068874,1151,7/23/2025,9/4/2025,8/29/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,NOBILO MBR SVBLNC 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000502256OS,44847,12,,7345,7345 750ML CLARET-FULL PUNT SC,750ML,SVB,WHT,NBL,NOBILO,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,60,720,"3,172.39",2024070979,WHCP,WINE,H-HACCP VIOLATION,1155,WO,ZP01,3109500,210068874,2024070979,1105,LN79,4728,,,7/9/2024,9/20/2025,9/20/2025,"Event: 170000047288
LOT: 2024070979
Type: H-HACCP VIOLATION
RESELECT FOR POSSIBLE FOREIGN OBJECT - HACCP Violation. If zero found, send to
F2 or available. If defects are found, save all defects and place on a
pallet and ship to Courtside Winery ATTN: Emily Rodriguez. 2425 Mission
Street, San Miguel CA 93451. Upload form to sharepoint with results.
USE WHSE ORDER: 7956910 (1HU/AT682566/F-10-20)",12/23/2025 9:44,2025,Prod,Process,H-HACCP VIOLATION,Mod,1,9,3,416,Procedure,Label Error,,
ZP03,3130790,210071086,1151,7/23/2025,9/26/2025,9/26/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,WHCSTL CAL CHARD 750ML 12EA V22 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003670OS,44897,12,,7205,7205 750ML STANDARD BURGUNDY,750ML,CHD,WHT,WHC,WILLIAM HILL COASTAL,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CORK,CLOSURE CORK,Commercial,952,"11,424","46,914.90",2023121141,WHCP,WINE,H-HACCP VIOLATION,1155,WO,ZP01,3096877,210071086,2023121141,1106,LN41,12040,,,12/11/2023,12/10/2026,12/10/2026,"Event: 170000044115 & 170000044656
LOT: 2023121141
Type: H-HACCP VIOLATION
100% CANDLING RESELECT FOR PFO
UPLOAD COASTAL FORM TO SHAREPOINT
USE WHSE ORDER: 8283547 (17HU'S/5B16-23)
AT623823
AT623824
AT623825
AT623826
AT623827
AT623828
AT623829
AT623830
AT623831
AT623832
AT623833
AT623834
AT623835
AT623836
AT623837
AT623847
AT623849",12/23/2025 9:44,2025,Prod,Process,H-HACCP VIOLATION,Mod,1,9,3,655,Procedure,Label Error,,
ZP03,3130791,210073916,1151,7/23/2025,8/28/2025,8/29/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,TALBOTT MTR KH PNR 750ML 12EA V22 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004169OS,44988,12,,5569,750 TALBOTT ACQUISITION SC,750ML,KHP,RED,TKH,KALI HART,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,280,"3,360","23,332.85",2024020579,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1155,WO,ZP01,3100193,210073916,2024020579,1105,LN79,4442,,,2/5/2024,1/9/2029,1/9/2029,"Event: 170000044566
LOT: 2024020579
Type: H-POSSIBLE FOREIGN OBJECT
100% CANDELING FOR PFO
FILL OUT COASTAL FORM AND UPLOAD TO SHAREPOINT
USE WHSE ORDER: 7956659 (5HU'S/5A-2-15)
A3127951
A3127952
A3127953
A3127954
A3127955",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,1,8,3,571,Procedure,Other,,
ZP03,3130792,210074868,1151,7/23/2025,8/29/2025,8/29/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,ORNSWFT CAL MCHTRDN 750ML 12EA V22 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004341OS,45008,12,,3977,750ML BURGUNDY 1859 - SAVER,750ML,MAC,RED,OSC,ORIN SWIFT CELLARS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CPSL,CLOSURE CAPSULE,Luxury,360,"4,320","62,120.34",2023122188,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1155,WO,ZP01,3097704,210074868,2023122188,1109,LN88,3583,,,12/21/2023,12/19/2028,12/19/2028,"Event: 170000044558, 170000044706
LOT: 2023122188
Type: H-POSSIBLE FOREIGN OBJECT
100% CANDELING FOR PFO
COMPLETE COASTAL FORM AND UPLOAD TO SHAREPOINT.
USE WHSE ORDER: 7910548 (9HU'S/5C-4-11)
AJ529793
AJ529795
AJ529796
AJ529797
AJ529798
AJ529799
AJ529800
AJ529801
AJ529804",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,1,8,3,617,Procedure,Other,,
ZP03,3130793,210081582,1151,7/23/2025,8/22/2025,8/22/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,E&J VSBRDY 1.0L 12EA NV OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004184OS,45224,12,,3128,3128 BRANDY 1.0L 3,1.0L,BDY,AMB,BDY,E&J VS BRANDY,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Spirits,80,384,"1,458.28",2024101021,SFIL,SPRT,P-FILL/CAPACITY,1155,WO,ZP01,3114232,210081582,2024101021,1101,LN21,2184,,,10/10/2024,4/3/2026,4/3/2026,"Event: 170000050122
LOT: 2024101021
Type: P-FILL/CAPACITY
RESELECT FOR LOW FILL
USE WHSE ORDER: 7772628 (2HU'S/5A-2-20, 5C-1-12)",12/23/2025 9:44,2025,Prod,Liquid,P-FILL/CAPACITY,Mod,1,8,3,316,Machine,Label Error,,
ZP03,3130822,210100289,1151,7/22/2025,7/25/2025,7/25/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 74,Rework,CR CAL RED 750ML 12EA OA,ZFRT,Finished Products,Gallo Finished Good,OA,000000000000001882OA,45671,12,,8675,8675 750ML SCREW CAP,750ML,RED,RED,CRV,CARLO ROSSI,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,904","1,632","2,737.68",2025061217,WMGT,WINE,W-MGMT REQUEST,1151,WO,ZP01,3128129,210100289,2025061217,1100,LN17,12110,,,6/12/2025,12/4/2026,12/4/2026,"EVENT: 170000059494 & 170000059484
LOT: 2025061117, 2025061217
TYPE: P-LABEL
RESELECT FOR 3 OUTCOMES
1. Good labels to stay in OA sku and release TO AV
2. Tears of less than 3mm to BLOCKED - SPEC
3. Further label issues with flags and larger tears to stay in OA sku ON
BLOCKED - REPD
USE WHSE ORDER: 7333925 (G--6-09/28HU'S)",12/23/2025 9:44,2025,Prod,Other,W-MGMT REQUEST,Mod,0.5,7,3,43,Procedure,SKU Issue,,
ZP03,3130822,210100289,1151,7/22/2025,7/25/2025,7/25/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 74,Rework,CR CAL RED 750ML 12EA OA,ZFRT,Finished Products,Gallo Finished Good,OA,000000000000001882OA,45671,12,,8675,8675 750ML SCREW CAP,750ML,RED,RED,CRV,CARLO ROSSI,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,904","21,216","35,589.84",2025061117,WMGT,WINE,W-MGMT REQUEST,1151,WO,ZP01,3128129,210100289,2025061117,1100,LN17,12110,,,6/11/2025,12/3/2026,12/3/2026,"EVENT: 170000059494 & 170000059484
LOT: 2025061117, 2025061217
TYPE: P-LABEL
RESELECT FOR 3 OUTCOMES
1. Good labels to stay in OA sku and release TO AV
2. Tears of less than 3mm to BLOCKED - SPEC
3. Further label issues with flags and larger tears to stay in OA sku ON
BLOCKED - REPD
USE WHSE ORDER: 7333925 (G--6-09/28HU'S)",12/23/2025 9:44,2025,Prod,Other,W-MGMT REQUEST,Mod,0.5,7,3,44,Procedure,SKU Issue,,
ZP03,3130830,210100289,1151,7/23/2025,7/30/2025,7/30/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 74,Rework,CR CAL RED 750ML 12EA OA,ZFRT,Finished Products,Gallo Finished Good,OA,000000000000001882OA,45671,12,,8675,8675 750ML SCREW CAP,750ML,RED,RED,CRV,CARLO ROSSI,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"2,176","26,112","43,802.88",2025061217,WMGT,WINE,W-MGMT REQUEST,1151,WO,ZP01,3128129,210100289,2025061217,1100,LN17,12110,,,6/12/2025,12/4/2026,12/4/2026,"EVENT: 170000059494 & 170000059484
LOT: 2025061117, 2025061217
TYPE: P-LABEL
RESELECT FOR 3 OUTCOMES
1. Good labels to stay in OA sku and release TO AV
2. Tears of less than 3mm to BLOCKED - SPEC
3. Further label issues with flags and larger tears to stay in OA sku ON
BLOCKED - REPD
USE WHSE ORDER: 7351277 (J--6-04/32HU'S)",12/23/2025 9:44,2025,Prod,Other,W-MGMT REQUEST,Mod,1,7,3,48,Procedure,SKU Issue,,
ZP03,3130831,210095941,1151,7/23/2025,8/20/2025,8/22/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,366","16,392","71,506.92",2025021179,WLBL,WINE,P-LABEL,1151,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,"EVENT: 170000060461/170000060381
LOT: 2025021179
TYPE: P-LABEL
APPLY CORRECT UPC LABEL
GREG TORRES WILL HAVE LABELS DELIVERED 8/20
USE WHSE ORDER: 7772595/7772596 (34HU'S/5A-2-05, 5A-2-13, S2-EC06, Z-33-13)",12/23/2025 9:44,2025,Prod,Label,P-LABEL,Mod,0.2,8,3,192,Material,UPC Issue,,
ZP03,3132085,110055594,1178,8/13/2025,8/21/2025,8/21/2025,2025,CCO Chester County,CCO REWORK 1,Rework,KOMOS ANEJO RESERVA 750ML 6EA OS,ZHWA,Trading Goods,Gallo Finished Good,OS,000000000000504216OS,44868,6,,0,MIXED,750ML,ANJ,AMB,KOM,KOMOS,CERAMIC BOTTLE,CERAMIC BOTTLE - BTL,,,,,Spirits,20,144,"6,891.12",20230405,SPLG,SPRT,P-LEAKER,1178,PO,,4502457439,110055594,20230405,1125,,1387,10023843,KOMOS INC,5/3/2023,3/15/2027,3/15/2027,"Open each case and inspect for discoloration at the bottom of the bottle.
Remake cases and release good inventory to available.
Affected bottles should go to FQAR.
Report number of affected bottles to Birgitta Caspersen:
Birgitta.caspersen@ejgallo.com",12/23/2025 9:44,2025,Prod,Closure,P-LEAKER,CCO,1,8,3,841,Machine,Inspection,,
ZP03,3108575,110078471,1178,6/18/2024,7/5/2024,7/5/2024,2024,CCO Chester County,CCO RECOUP,Release,LAMARC DOC PRSCO 187ML 24EA NV OS,ZHWA,Trading Goods,Gallo Finished Good,OS,000000000000003750OS,45245,24,,6374,187ML CHAM BTL,187ML,PRO,WHT,LAM,LA MARCA,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,,,Commercial,"1,152",576,822.26,20240321,WLBL,WINE,P-LABEL,1178,PO,,"4502809620, 4502809621, 4502809622, 4502809624, 4502809625, 4502809634, 4502809635",110078471,20240321,1178,,5784,436526,LA MARCA VINI E SPUMANTI SCA,5/16/2024,7/1/2025,7/1/2025,WRONG UPC ON BACK LABEL.  HAND APPLY CORRECT UPC STICKER OVER EXISTING UPC.,12/23/2025 9:44,2024,Inputs,Label,P-LABEL,CCO,0.111111111,7,3,50,Material,UPC Issue,,
ZP03,3130831,210095941,1151,7/23/2025,8/20/2025,8/22/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,366","16,392","71,506.92",2025021179,WLBL,WINE,P-LABEL,1178,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,"EVENT: 170000060461/170000060381
LOT: 2025021179
TYPE: P-LABEL
APPLY CORRECT UPC LABEL
GREG TORRES WILL HAVE LABELS DELIVERED 8/20
USE WHSE ORDER: 7772595/7772596 (34HU'S/5A-2-05, 5A-2-13, S2-EC06, Z-33-13)",12/23/2025 9:44,2025,Prod,Label,P-LABEL,Mod,0.2,8,3,192,Material,UPC Issue,,
ZP03,3130831,210095941,1151,7/23/2025,8/20/2025,8/22/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,366","16,392","71,506.92",2025021179,WLBL,WINE,P-LABEL,1122,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,"EVENT: 170000060461/170000060381
LOT: 2025021179
TYPE: P-LABEL
APPLY CORRECT UPC LABEL
GREG TORRES WILL HAVE LABELS DELIVERED 8/20
USE WHSE ORDER: 7772595/7772596 (34HU'S/5A-2-05, 5A-2-13, S2-EC06, Z-33-13)",12/23/2025 9:44,2025,Prod,Label,P-LABEL,Mod,0.2,8,3,192,Material,UPC Issue,,
ZP03,3130831,210095941,1151,7/23/2025,8/20/2025,8/22/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,366","16,392","71,506.92",2025021179,WLBL,WINE,P-LABEL,1155,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,"EVENT: 170000060461/170000060381
LOT: 2025021179
TYPE: P-LABEL
APPLY CORRECT UPC LABEL
GREG TORRES WILL HAVE LABELS DELIVERED 8/20
USE WHSE ORDER: 7772595/7772596 (34HU'S/5A-2-05, 5A-2-13, S2-EC06, Z-33-13)",12/23/2025 9:44,2025,Prod,Label,P-LABEL,Mod,0.2,8,3,192,Material,UPC Issue,,
ZP03,3130831,210095941,1151,7/23/2025,8/20/2025,8/22/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,366","16,392","71,506.92",2025021179,WLBL,WINE,P-LABEL,1128,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,"EVENT: 170000060461/170000060381
LOT: 2025021179
TYPE: P-LABEL
APPLY CORRECT UPC LABEL
GREG TORRES WILL HAVE LABELS DELIVERED 8/20
USE WHSE ORDER: 7772595/7772596 (34HU'S/5A-2-05, 5A-2-13, S2-EC06, Z-33-13)",12/23/2025 9:44,2025,Prod,Label,P-LABEL,Mod,0.2,8,3,192,Material,UPC Issue,,
ZP03,3130832,210095941,1119,7/23/2025,8/28/2025,8/28/2025,2025,Gallo RDC AL BWC-AL-21001,Rework Non Value Add 01,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,74,888,"3,873.72",2025021179,WLBL,WINE,P-LABEL,1151,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,APPLY UPC LABELS,12/23/2025 9:44,2025,Inputs,Label,P-LABEL,RDC AL,0.2,8,3,198,Material,UPC Issue,,
ZP03,3130832,210095941,1119,7/23/2025,8/28/2025,8/28/2025,2025,Gallo RDC AL BWC-AL-21001,Rework Non Value Add 01,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,74,888,"3,873.72",2025021179,WLBL,WINE,P-LABEL,1178,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,APPLY UPC LABELS,12/23/2025 9:44,2025,Inputs,Label,P-LABEL,RDC AL,0.2,8,3,198,Material,UPC Issue,,
ZP03,3130832,210095941,1119,7/23/2025,8/28/2025,8/28/2025,2025,Gallo RDC AL BWC-AL-21001,Rework Non Value Add 01,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,74,888,"3,873.72",2025021179,WLBL,WINE,P-LABEL,1122,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,APPLY UPC LABELS,12/23/2025 9:44,2025,Inputs,Label,P-LABEL,RDC AL,0.2,8,3,198,Material,UPC Issue,,
ZP03,3130832,210095941,1119,7/23/2025,8/28/2025,8/28/2025,2025,Gallo RDC AL BWC-AL-21001,Rework Non Value Add 01,Rework,EVVPGN CAL PNNOIR 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003274OS,45512,12,,8865,8865 750ML,750ML,PNR,RED,EVP,EDNA VALLEY VYD PARAGON,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,74,888,"3,873.72",2025021179,WLBL,WINE,P-LABEL,1155,WO,ZP01,3120457,210095941,2025021179,1105,LN79,3779,,,2/11/2025,2/11/2028,2/11/2028,APPLY UPC LABELS,12/23/2025 9:44,2025,Inputs,Label,P-LABEL,RDC AL,0.2,8,3,198,Material,UPC Issue,,
